seed,w1,w2,w3,iter,temperature,fitness,f1,f2,f3
0,1.0,0.0,0.0,56,0.32259693644685267,0.1622,0.1622,237130.0,178159786.0
0,1.0,0.0,0.0,57,0.3161449977179156,0.21830000000000005,0.21830000000000005,236746.0,177858730.0
0,1.0,0.0,0.0,58,0.3098220977635573,0.12919999999999998,0.12919999999999998,236746.0,177858730.0
0,1.0,0.0,0.0,59,0.30362565580828615,0.11980000000000002,0.11980000000000002,53794.0,40124602.0
0,1.0,0.0,0.0,60,0.2975531426921204,0.11980000000000002,0.11980000000000002,53794.0,40124602.0
0,1.0,0.0,0.0,61,0.291602079838278,0.16700000000000004,0.16700000000000004,53794.0,40124602.0
0,1.0,0.0,0.0,62,0.2857700382415124,0.16700000000000004,0.16700000000000004,53794.0,40124602.0
0,1.0,0.0,0.0,63,0.2800546374766822,0.14180000000000004,0.14180000000000004,52578.0,40123386.0
0,1.0,0.0,0.0,64,0.27445354472714856,0.14180000000000004,0.14180000000000004,52578.0,40123386.0
0,1.0,0.0,0.0,65,0.2689644738326056,0.14180000000000004,0.14180000000000004,52578.0,40123386.0
0,1.0,0.0,0.0,66,0.26358518435595346,0.2267,0.2267,51970.0,40122778.0
0,1.0,0.0,0.0,67,0.25831348066883436,0.14839999999999998,0.14839999999999998,51970.0,10275898.0
0,1.0,0.0,0.0,68,0.2531472110554577,0.10809999999999997,0.10809999999999997,53794.0,10277722.0
0,1.0,0.0,0.0,69,0.24808426683434853,0.12429999999999997,0.12429999999999997,28354.0,5303962.0
0,1.0,0.0,0.0,70,0.24312258149766156,0.10499999999999998,0.10499999999999998,28354.0,5303962.0
0,1.0,0.0,0.0,71,0.2382601298677083,0.11280000000000001,0.11280000000000001,28354.0,5303962.0
0,1.0,0.0,0.0,72,0.23349492727035415,0.12019999999999997,0.12019999999999997,28354.0,5303962.0
0,1.0,0.0,0.0,73,0.22882502872494706,0.15339999999999998,0.15339999999999998,18858.0,2846826.0
0,1.0,0.0,0.0,74,0.22424852815044813,0.15880000000000005,0.15880000000000005,18858.0,2846826.0
0,1.0,0.0,0.0,75,0.21976355758743915,0.17010000000000003,0.17010000000000003,10666.0,1241194.0
0,1.0,0.0,0.0,76,0.21536828643569036,0.17010000000000003,0.17010000000000003,10666.0,1241194.0
0,1.0,0.0,0.0,77,0.21106092070697655,0.20699999999999996,0.20699999999999996,10410.0,1040490.0
0,1.0,0.0,0.0,78,0.20683970229283702,0.2025,0.2025,10410.0,1040490.0
0,1.0,0.0,0.0,79,0.20270290824698028,0.25270000000000004,0.25270000000000004,15210.0,2069130.0
0,1.0,0.0,0.0,80,0.19864885008204067,0.12009999999999998,0.12009999999999998,56170.0,10097290.0
0,1.0,0.0,0.0,81,0.19467587308039985,0.17510000000000003,0.17510000000000003,56170.0,10097290.0
0,1.0,0.0,0.0,82,0.19078235561879187,0.14900000000000002,0.14900000000000002,56170.0,10097290.0
0,1.0,0.0,0.0,83,0.18696670850641603,0.15869999999999995,0.15869999999999995,56682.0,10498698.0
0,1.0,0.0,0.0,84,0.18322737433628772,0.20089999999999997,0.20089999999999997,56682.0,10498698.0
0,1.0,0.0,0.0,85,0.17956282684956196,0.18479999999999996,0.18479999999999996,56682.0,10498698.0
0,1.0,0.0,0.0,86,0.1759715703125707,0.15639999999999998,0.15639999999999998,57450.0,11100810.0
0,1.0,0.0,0.0,87,0.1724521389063193,0.16149999999999998,0.16149999999999998,57450.0,11100810.0
0,1.0,0.0,0.0,88,0.16900309612819292,0.17810000000000004,0.17810000000000004,57450.0,11100810.0
0,1.0,0.0,0.0,89,0.16562303420562907,0.18130000000000002,0.18130000000000002,57450.0,11100810.0
0,1.0,0.0,0.0,90,0.16231057352151648,0.20730000000000004,0.20730000000000004,57450.0,40623114.0
0,1.0,0.0,0.0,91,0.15906436205108615,0.20730000000000004,0.20730000000000004,57450.0,40623114.0
0,1.0,0.0,0.0,92,0.15588307481006441,0.2036,0.2036,57450.0,40623114.0
0,1.0,0.0,0.0,93,0.15276541331386312,0.19399999999999995,0.19399999999999995,57450.0,40623114.0
0,1.0,0.0,0.0,94,0.14971010504758586,0.20379999999999998,0.20379999999999998,57450.0,40623114.0
0,1.0,0.0,0.0,95,0.14671590294663414,0.2117,0.2117,57450.0,40623114.0
0,1.0,0.0,0.0,96,0.14378158488770146,0.23919999999999997,0.23919999999999997,57450.0,40623114.0
0,1.0,0.0,0.0,97,0.14090595318994742,0.12390000000000001,0.12390000000000001,58330.0,43693354.0
0,1.0,0.0,0.0,98,0.13808783412614847,0.12390000000000001,0.12390000000000001,58330.0,43693354.0
0,1.0,0.0,0.0,99,0.13532607744362551,0.12390000000000001,0.12390000000000001,58330.0,43693354.0
0,1.0,0.0,0.0,100,0.132619555894753,0.1441,0.1441,57306.0,42890538.0
0,1.0,0.0,0.0,101,0.12996716477685794,0.18400000000000005,0.18400000000000005,57450.0,40623114.0
0,1.0,0.0,0.0,102,0.12736782148132078,0.18400000000000005,0.18400000000000005,57450.0,40623114.0
0,1.0,0.0,0.0,103,0.12482046505169436,0.18300000000000005,0.18300000000000005,56682.0,40021002.0
0,1.0,0.0,0.0,104,0.12232405575066048,0.18300000000000005,0.18300000000000005,56682.0,40021002.0
0,1.0,0.0,0.0,105,0.11987757463564727,0.253,0.253,29498.0,20337386.0
0,1.0,0.0,0.0,106,0.11748002314293432,0.25780000000000003,0.25780000000000003,16506.0,10176714.0
0,1.0,0.0,0.0,107,0.11513042268007563,0.22550000000000003,0.22550000000000003,16506.0,10176714.0
0,1.0,0.0,0.0,108,0.11282781422647412,0.31930000000000003,0.31930000000000003,16506.0,10176714.0
0,1.0,0.0,0.0,109,0.11057125794194463,0.3173,0.3173,16506.0,10176714.0
0,1.0,0.0,0.0,110,0.10835983278310574,0.19269999999999998,0.19269999999999998,16506.0,10176714.0
0,1.0,0.0,0.0,111,0.10619263612744362,0.16790000000000005,0.16790000000000005,16506.0,10176714.0
0,1.0,0.0,0.0,112,0.10406878340489474,0.1876,0.1876,14778.0,10174986.0
0,1.0,0.0,0.0,113,0.10198740773679685,0.1713,0.1713,16506.0,10176714.0
0,1.0,0.0,0.0,114,0.09994765958206091,0.20920000000000005,0.20920000000000005,10362.0,5359818.0
0,1.0,0.0,0.0,115,0.0979487063904197,0.20920000000000005,0.20920000000000005,10362.0,5359818.0
0,1.0,0.0,0.0,116,0.0959897322626113,0.19569999999999999,0.19569999999999999,10362.0,5359818.0
0,1.0,0.0,0.0,117,0.09406993761735907,0.21230000000000004,0.21230000000000004,10362.0,5359818.0
0,1.0,0.0,0.0,118,0.0921885388650119,0.21230000000000004,0.21230000000000004,10362.0,5359818.0
0,1.0,0.0,0.0,119,0.09034476808771166,0.21230000000000004,0.21230000000000004,10362.0,5359818.0
0,1.0,0.0,0.0,120,0.08853787272595742,0.25170000000000003,0.25170000000000003,10362.0,5359818.0
0,1.0,0.0,0.0,121,0.08676711527143827,0.17369999999999997,0.17369999999999997,10362.0,5359818.0
0,1.0,0.0,0.0,122,0.0850317729660095,0.1915,0.1915,6114.0,2843706.0
0,1.0,0.0,0.0,123,0.08333113750668932,0.18230000000000002,0.18230000000000002,6114.0,2843706.0
0,1.0,0.0,0.0,124,0.08166451475655553,0.21450000000000002,0.21450000000000002,6114.0,2843706.0
0,1.0,0.0,0.0,125,0.08003122446142442,0.1884,0.1884,6114.0,2843706.0
0,1.0,0.0,0.0,126,0.07843059997219594,0.20499999999999996,0.20499999999999996,6114.0,2843706.0
0,1.0,0.0,0.0,127,0.07686198797275202,0.20640000000000003,0.20640000000000003,6114.0,2843706.0
0,1.0,0.0,0.0,128,0.07532474821329699,0.20640000000000003,0.20640000000000003,6114.0,2843706.0
0,1.0,0.0,0.0,129,0.07381825324903105,0.25960000000000005,0.25960000000000005,6114.0,2843706.0
0,1.0,0.0,0.0,130,0.07234188818405042,0.1945,0.1945,6114.0,2843706.0
0,1.0,0.0,0.0,131,0.07089505042036941,0.2389,0.2389,6114.0,2843706.0
0,1.0,0.0,0.0,132,0.06947714941196202,0.24350000000000005,0.24350000000000005,6114.0,2843706.0
0,1.0,0.0,0.0,133,0.06808760642372277,0.22540000000000004,0.22540000000000004,6114.0,2843706.0
0,1.0,0.0,0.0,134,0.06672585429524831,0.22540000000000004,0.22540000000000004,6114.0,2843706.0
0,1.0,0.0,0.0,135,0.06539133720934334,0.23939999999999995,0.23939999999999995,6114.0,2843706.0
0,1.0,0.0,0.0,136,0.06408351046515648,0.2378,0.2378,6114.0,2843706.0
0,1.0,0.0,0.0,137,0.06280184025585335,0.2378,0.2378,6114.0,2843706.0
0,1.0,0.0,0.0,138,0.061545803450736285,0.2378,0.2378,6114.0,2843706.0
0,1.0,0.0,0.0,139,0.060314887381721555,0.24719999999999998,0.24719999999999998,6114.0,2843706.0
0,1.0,0.0,0.0,140,0.05910858963408712,0.2611,0.2611,6114.0,2843706.0
0,1.0,0.0,0.0,141,0.05792641784140538,0.23050000000000004,0.23050000000000004,6114.0,957402.0
0,1.0,0.0,0.0,142,0.05676788948457727,0.23760000000000003,0.23760000000000003,4066.0,555994.0
0,1.0,0.0,0.0,143,0.055632531694885724,0.23070000000000002,0.23070000000000002,4066.0,555994.0
0,1.0,0.0,0.0,144,0.054519881060988006,0.26539999999999997,0.26539999999999997,4066.0,555994.0
0,1.0,0.0,0.0,145,0.05342948343976824,0.24219999999999997,0.24219999999999997,4066.0,555994.0
0,1.0,0.0,0.0,146,0.052360893770972874,0.21789999999999998,0.21789999999999998,6114.0,957402.0
0,1.0,0.0,0.0,147,0.05131367589555342,0.21789999999999998,0.21789999999999998,6114.0,957402.0
0,1.0,0.0,0.0,148,0.05028740237764235,0.2238,0.2238,6114.0,957402.0
0,1.0,0.0,0.0,149,0.0492816543300895,0.2319,0.2319,6114.0,957402.0
0,1.0,0.0,0.0,150,0.04829602124348771,0.21450000000000002,0.21450000000000002,6114.0,957402.0
0,0.6,0.2,0.2,1,0.98,0.1194126341809206,0.14339999999999997,19722.0,3316394.0
0,0.6,0.2,0.2,2,0.9603999999999999,0.13304174640001093,0.11729999999999996,40202.0,4319914.0
0,0.6,0.2,0.2,3,0.9411919999999999,0.13400174640001095,0.1189,40202.0,4319914.0
0,0.6,0.2,0.2,4,0.9223681599999999,0.13004174640001093,0.11229999999999996,40202.0,4319914.0
0,0.6,0.2,0.2,5,0.9039207967999998,0.15025982346140337,0.11080000000000001,51082.0,7380714.0
0,0.6,0.2,0.2,6,0.8858423808639998,0.12140318860396664,0.12429999999999997,32042.0,2024314.0
0,0.6,0.2,0.2,7,0.8681255332467198,0.15380240560309918,0.1594,32042.0,7180970.0
0,0.6,0.2,0.2,8,0.8507630225817854,0.15180022804691726,0.14629999999999999,36138.0,7381674.0
0,0.6,0.2,0.2,9,0.8337477621301497,0.13308787135507644,0.17910000000000004,15522.0,2320122.0
0,0.6,0.2,0.2,10,0.8170728068875467,0.12732787135507642,0.16949999999999998,15522.0,2320122.0
0,0.6,0.2,0.2,11,0.8007313507497957,0.16981207949453866,0.22330000000000005,15522.0,6960618.0
0,0.6,0.2,0.2,12,0.7847167237347998,0.19441207949453862,0.2643,15522.0,6960618.0
0,0.6,0.2,0.2,13,0.7690223892601038,0.14883277029660635,0.2066,15522.0,1976730.0
0,0.6,0.2,0.2,14,0.7536419414749017,0.10959277029660634,0.1412,15522.0,1976730.0
0,0.6,0.2,0.2,15,0.7385691026454037,0.09477277029660638,0.11650000000000005,15522.0,1976730.0
0,0.6,0.2,0.2,16,0.7237977205924956,0.12369277029660633,0.16469999999999996,15522.0,1976730.0
0,0.6,0.2,0.2,17,0.7093217661806457,0.12615277029660632,0.16879999999999995,15522.0,1976730.0
0,0.6,0.2,0.2,18,0.6951353308570327,0.12381277029660638,0.16490000000000005,15522.0,1976730.0
0,0.6,0.2,0.2,19,0.6812326242398921,0.10988833063507007,0.14359999999999995,14658.0,1975866.0
0,0.6,0.2,0.2,20,0.6676079717550942,0.10380227258333383,0.13,14658.0,2919018.0
0,0.6,0.2,0.2,21,0.6542558123199923,0.10872227258333382,0.1382,14658.0,2919018.0
0,0.6,0.2,0.2,22,0.6411706960735924,0.13052497850999667,0.1895,9538.0,1915498.0
0,0.6,0.2,0.2,23,0.6283472821521205,0.12398497850999667,0.17859999999999998,9538.0,1915498.0
0,0.6,0.2,0.2,24,0.6157803365090782,0.10544941817153294,0.14580000000000004,10402.0,1916362.0
0,0.6,0.2,0.2,25,0.6034647297788965,0.1149894181715329,0.16169999999999995,10402.0,1916362.0
0,0.6,0.2,0.2,26,0.5913954351833186,0.11702033580086779,0.15910000000000002,12450.0,2317770.0
0,0.6,0.2,0.2,27,0.5795675264796523,0.14028898283753638,0.1904,15010.0,2819530.0
0,0.6,0.2,0.2,28,0.5679761759500592,0.11534033580086778,0.1563,12450.0,2317770.0
0,0.6,0.2,0.2,29,0.5566166524310581,0.1180958961393315,0.16279999999999994,11586.0,2316906.0
0,0.6,0.2,0.2,30,0.5454843193824369,0.12915077376139297,0.19120000000000004,8106.0,1687866.0
0,0.6,0.2,0.2,31,0.5345746329947881,0.11831982130818341,0.16190000000000004,11082.0,2967402.0
0,0.6,0.2,0.2,32,0.5238831403348924,0.14519982130818337,0.2067,11082.0,2967402.0
0,0.6,0.2,0.2,33,0.5134054775281945,0.11405982130818343,0.15480000000000005,11082.0,2967402.0
0,0.6,0.2,0.2,34,0.5031373679776306,0.11528516773667184,0.15549999999999997,11690.0,2968010.0
0,0.6,0.2,0.2,35,0.493074620618078,0.11252580270547823,0.15839999999999999,9706.0,2114986.0
0,0.6,0.2,0.2,36,0.48321312820571644,0.19110197757482306,0.2329,29050.0,5887690.0
0,0.6,0.2,0.2,37,0.4735488656416021,0.19369525086398287,0.1794,29050.0,21664906.0
0,0.6,0.2,0.2,38,0.46407788832877006,0.1845152508639829,0.16410000000000002,29050.0,21664906.0
0,0.6,0.2,0.2,39,0.45479633056219465,0.19944413031188465,0.17900000000000005,31034.0,23195306.0
0,0.6,0.2,0.2,40,0.44570040395095073,0.2207977898661137,0.1522,43322.0,32829098.0
0,0.6,0.2,0.2,41,0.4367863958719317,0.25833554876191717,0.19479999999999997,47290.0,35889898.0
0,0.6,0.2,0.2,42,0.42805066795449304,0.24045634131763852,0.17279999999999995,45754.0,34685674.0
0,0.6,0.2,0.2,43,0.41948965459540316,0.193543859374851,0.19110000000000005,26714.0,19808426.0
0,0.6,0.2,0.2,44,0.4110998615034951,0.17716385937485093,0.16379999999999995,26714.0,19808426.0
0,0.6,0.2,0.2,45,0.4028778642734252,0.17968068915196553,0.13680000000000003,32858.0,24625322.0
0,0.6,0.2,0.2,46,0.39482030698795667,0.17968068915196553,0.13680000000000003,32858.0,24625322.0
0,0.6,0.2,0.2,47,0.38692390084819756,0.1841206891519655,0.1442,32858.0,24625322.0
0,0.6,0.2,0.2,48,0.3791854228312336,0.2439406891519655,0.2439,32858.0,24625322.0
0,0.6,0.2,0.2,49,0.37160171437460887,0.1734459728567746,0.1784,22618.0,16597162.0
0,0.6,0.2,0.2,50,0.3641696800871167,0.2423259728567746,0.2932,22618.0,16597162.0
0,0.6,0.2,0.2,51,0.35688628648537435,0.22594597285677465,0.2659,22618.0,16597162.0
0,0.6,0.2,0.2,52,0.34974856075566685,0.2497059728567746,0.3055,22618.0,16597162.0
0,0.6,0.2,0.2,53,0.3427535895405535,0.24034068915196552,0.2379,32858.0,24625322.0
0,0.6,0.2,0.2,54,0.33589851774974244,0.5046816360400941,0.22419999999999995,124418.0,93514394.0
0,0.6,0.2,0.2,55,0.3291805473947476,0.5046208434843727,0.21630000000000005,125954.0,94718618.0
0,0.6,0.2,0.2,56,0.32259693644685267,0.4973608434843727,0.20420000000000005,125954.0,94718618.0
0,0.6,0.2,0.2,57,0.3161449977179156,0.5007208434843727,0.2098,125954.0,94718618.0
0,0.6,0.2,0.2,58,0.3098220977635573,0.26922284052099965,0.2541,41210.0,28316906.0
0,0.6,0.2,0.2,59,0.30362565580828615,0.26922284052099965,0.2541,41210.0,28316906.0
0,0.6,0.2,0.2,60,0.2975531426921204,0.2806828405209997,0.2732,41210.0,28316906.0
0,0.6,0.2,0.2,61,0.291602079838278,0.2401228405209997,0.2056,41210.0,28316906.0
0,0.6,0.2,0.2,62,0.2857700382415124,0.2401228405209997,0.2056,41210.0,28316906.0
0,0.6,0.2,0.2,63,0.2800546374766822,0.20646284052099967,0.14949999999999997,41210.0,28316906.0
0,0.6,0.2,0.2,64,0.27445354472714856,0.20646284052099967,0.14949999999999997,41210.0,28316906.0
0,0.6,0.2,0.2,65,0.2689644738326056,0.22806284052099968,0.1855,41210.0,28316906.0
0,0.6,0.2,0.2,66,0.26358518435595346,0.2405428405209997,0.20630000000000004,41210.0,28316906.0
0,0.6,0.2,0.2,67,0.25831348066883436,0.22758083864064554,0.17410000000000003,46010.0,28321706.0
0,0.6,0.2,0.2,68,0.2531472110554577,0.3786368174225101,0.1501,100386.0,70864794.0
0,0.6,0.2,0.2,69,0.24808426683434853,0.345703157868281,0.15759999999999996,88098.0,61231002.0
0,0.6,0.2,0.2,70,0.24312258149766156,0.344743157868281,0.15600000000000003,88098.0,61231002.0
0,0.6,0.2,0.2,71,0.2382601298677083,0.32788738483212826,0.16949999999999998,79906.0,54808474.0
0,0.6,0.2,0.2,72,0.23349492727035415,0.30796738483212827,0.13629999999999998,79906.0,54808474.0
0,0.6,0.2,0.2,73,0.22882502872494706,0.2855706383805858,0.13880000000000003,67938.0,51138330.0
0,0.6,0.2,0.2,74,0.22424852815044813,0.2980506383805857,0.15959999999999996,67938.0,51138330.0
0,0.6,0.2,0.2,75,0.21976355758743915,0.24772198056660408,0.12980000000000003,67938.0,36381882.0
0,0.6,0.2,0.2,76,0.21536828643569036,0.2676779185503859,0.13329999999999997,79906.0,37304890.0
0,0.6,0.2,0.2,77,0.21106092070697655,0.2659379185503859,0.13039999999999996,79906.0,37304890.0
0,0.6,0.2,0.2,78,0.20683970229283702,0.2033284814896568,0.1279,59810.0,21599738.0
0,0.6,0.2,0.2,79,0.20270290824698028,0.1322106735766084,0.135,27026.0,7036058.0
0,0.6,0.2,0.2,80,0.19864885008204067,0.12555267545696253,0.13449999999999995,22226.0,7031258.0
0,0.6,0.2,0.2,81,0.19467587308039985,0.1284333359200637,0.14580000000000004,20946.0,6027738.0
0,0.6,0.2,0.2,82,0.19078235561879187,0.11793333592006366,0.12829999999999997,20946.0,6027738.0
0,0.6,0.2,0.2,83,0.18696670850641603,0.10630472065740244,0.12150000000000005,18450.0,4095930.0
0,0.6,0.2,0.2,84,0.18322737433628772,0.10630472065740244,0.12150000000000005,18450.0,4095930.0
0,0.6,0.2,0.2,85,0.17956282684956196,0.12990839117474187,0.13690000000000002,26642.0,5701562.0
0,0.6,0.2,0.2,86,0.1759715703125707,0.1154901634280984,0.11980000000000002,26642.0,3810554.0
0,0.6,0.2,0.2,87,0.1724521389063193,0.11213003133547814,0.1129,26898.0,4011258.0
0,0.6,0.2,0.2,88,0.16900309612819292,0.1019939003565259,0.11599999999999999,18354.0,3693978.0
0,0.6,0.2,0.2,89,0.16562303420562907,0.09083680212231177,0.11240000000000006,11946.0,3456018.0
0,0.6,0.2,0.2,90,0.16231057352151648,0.08364323972001267,0.11550000000000005,7634.0,1931906.0
0,0.6,0.2,0.2,91,0.15906436205108615,0.07956323972001265,0.10870000000000002,7634.0,1931906.0
0,0.6,0.2,0.2,92,0.15588307481006441,0.0875730415810823,0.12009999999999998,8018.0,2232962.0
0,0.6,0.2,0.2,93,0.15276541331386312,0.10723282004941276,0.15200000000000002,8018.0,2469338.0
0,0.6,0.2,0.2,94,0.14971010504758586,0.11868169949731448,0.16110000000000002,10002.0,3999738.0
0,0.6,0.2,0.2,95,0.14671590294663414,0.08667626507155195,0.11529999999999996,10002.0,1941738.0
0,0.6,0.2,0.2,96,0.14378158488770146,0.09457180946059747,0.13090000000000002,8978.0,1891562.0
0,0.6,0.2,0.2,97,0.14090595318994742,0.08593180946059749,0.11650000000000005,8978.0,1891562.0
0,0.6,0.2,0.2,98,0.13808783412614847,0.09067180946059743,0.12439999999999996,8978.0,1891562.0
0,0.6,0.2,0.2,99,0.13532607744362551,0.09205180946059748,0.12670000000000003,8978.0,1891562.0
0,0.6,0.2,0.2,100,0.132619555894753,0.09098044204165391,0.125,8978.0,1868202.0
0,0.6,0.2,0.2,101,0.12996716477685794,0.10829541879290946,0.1552,8378.0,1862930.0
0,0.6,0.2,0.2,102,0.12736782148132078,0.09887541879290944,0.13949999999999996,8378.0,1862930.0
0,0.6,0.2,0.2,103,0.12482046505169436,0.08759541879290948,0.12070000000000003,8378.0,1862930.0
0,0.6,0.2,0.2,104,0.12232405575066048,0.09563541879290946,0.1341,8378.0,1862930.0
0,0.6,0.2,0.2,105,0.11987757463564727,0.08791482875363894,0.11760000000000004,10002.0,1877418.0
0,0.6,0.2,0.2,106,0.11748002314293432,0.09063640882161647,0.11870000000000003,11538.0,1891242.0
0,0.6,0.2,0.2,107,0.11513042268007563,0.09021640882161644,0.118,11538.0,1891242.0
0,0.6,0.2,0.2,108,0.11282781422647412,0.10923610279343143,0.1069,27930.0,3711738.0
0,0.6,0.2,0.2,109,0.11057125794194463,0.10179649907129218,0.09840000000000004,27162.0,3109626.0
0,0.6,0.2,0.2,110,0.10835983278310574,0.12257041394567166,0.12580000000000002,27162.0,5080530.0
0,0.6,0.2,0.2,111,0.10619263612744362,0.11663001766781095,0.11199999999999999,27930.0,5682642.0
0,0.6,0.2,0.2,112,0.10406878340489474,0.11723001766781094,0.11299999999999999,27930.0,5682642.0
0,0.6,0.2,0.2,113,0.10198740773679685,0.10522282706385937,0.12490000000000001,17002.0,3546994.0
0,0.6,0.2,0.2,114,0.09994765958206091,0.10860357086616486,0.14139999999999997,13866.0,2468178.0
0,0.6,0.2,0.2,115,0.0979487063904197,0.0966862767928277,0.13649999999999995,8746.0,1464658.0
0,0.6,0.2,0.2,116,0.0959897322626113,0.0966862767928277,0.13649999999999995,8746.0,1464658.0
0,0.6,0.2,0.2,117,0.09406993761735907,0.08654627679282774,0.11960000000000004,8746.0,1464658.0
